;
Common name,NASA Number,Designator,Country,Launch Date,Site,Decay date/Orbit,Period(min),Perigee,Apogee,Inclination
;
;    Spacecraft launched from Earth
COSMOS 1076,11266,1979 011A,USSR,12-Feb-79,PLMSC,Earth orbit,95.1,514,530,82.5
COSMOS 1077,11268,1979 012A,USSR,13-Feb-79,PLMSC,Earth orbit,94.4,485,491,81.2
COSMOS 1078,11276,1979 016A,USSR,22-Feb-79,PLMSC,2-Mar-79,89.0,168,280,72.9
COSMOS 1079,11283,1979 019A,USSR,27-Feb-79,PLMSC,11-Mar-79,89.6,174,337,67.1
COSMOS 1080,11294,1979 023A,USSR,14-Mar-79,PLMSC,28-Mar-79,89.1,169,294,72.9
COSMOS 1081,11296,1979 024A,USSR,15-Mar-79,PLMSC,Earth orbit,114.5,1402,1463,74.0
COSMOS 1082,11297,1979 024B,USSR,15-Mar-79,PLMSC,Earth orbit,114.7,1421,1463,74.0
COSMOS 1083,11298,1979 024C,USSR,15-Mar-79,PLMSC,Earth orbit,114.9,1440,1463,74.0
COSMOS 1084,11299,1979 024D,USSR,15-Mar-79,PLMSC,Earth orbit,115.1,1459,1462,74.0
COSMOS 1085,11300,1979 024E,USSR,15-Mar-79,PLMSC,Earth orbit,115.6,1463,1501,74.0
COSMOS 1086,11301,1979 024F,USSR,15-Mar-79,PLMSC,Earth orbit,115.4,1463,1479,74.0
COSMOS 1087,11302,1979 024G,USSR,15-Mar-79,PLMSC,Earth orbit,115.8,1463,1522,74.0
COSMOS 1088,11303,1979 024H,USSR,15-Mar-79,PLMSC,Earth orbit,116.1,1463,1545,74.0
COSMOS 1089,11308,1979 026A,USSR,21-Mar-79,PLMSC,Earth orbit,104.7,963,997,83.0
COSMOS 1090,11313,1979 027A,USSR,31-Mar-79,PLMSC,13-Apr-79,89.8,217,320,72.8
COSMOS 1091,11320,1979 028A,USSR,7-Apr-79,PLMSC,Earth orbit,104.7,958,1006,82.9
COSMOS 1092,11326,1979 030A,USSR,11-Apr-79,PLMSC,Earth orbit,104.7,957,1002,82.9
COSMOS 1093,11331,1979 032A,USSR,14-Apr-79,PLMSC,Earth orbit,94.2,474,487,81.2
COSMOS 1094,11333,1979 033A,USSR,18-Apr-79,TYMSC,7-Nov-79,93.3,426,442,65.0
COSMOS 1095,11335,1979 034A,USSR,20-Apr-79,PLMSC,4-May-79,90.3,199,379,72.8
COSMOS 1096,11346,1979 036A,USSR,25-Apr-79,TYMSC,24-Nov-79,93.3,428,442,65.1
COSMOS 1097,11348,1979 037A,USSR,27-Apr-79,PLMSC,27-May-79,89.5,173,331,62.8
COSMOS 1098,11358,1979 040A,USSR,15-May-79,PLMSC,28-May-79,89.8,170,354,72.9
COSMOS 1099,11360,1979 041A,USSR,17-May-79,PLMSC,30-May-79,89.1,215,247,81.4
COSMOS 1100,11362,1979 042A,USSR,22-May-79,TYMSC,23-May-79,88.6,193,222,51.6
COSMOS 1101,11363,1979 042B,USSR,22-May-79,TYMSC,23-May-79,88.6,193,222,51.6
COSMOS 1102,11368,1979 043A,USSR,25-May-79,PLMSC,7-Jun-79,89.2,212,260,81.3
COSMOS 1103,11376,1979 045A,USSR,31-May-79,PLMSC,14-Jun-79,90.8,257,375,62.8
COSMOS 1104,11378,1979 046A,USSR,31-May-79,PLMSC,Earth orbit,104.7,954,1003,82.9
COSMOS 1105,11394,1979 052A,USSR,8-Jun-79,PLMSC,21-Jun-79,89.2,212,254,81.4
COSMOS 1106,11399,1979 054A,USSR,12-Jun-79,PLMSC,25-Jun-79,89.1,216,237,81.4
COSMOS 1107,11404,1979 055A,USSR,15-Jun-79,PLMSC,29-Jun-79,89.5,198,301,72.9
COSMOS 1108,11413,1979 056A,USSR,22-Jun-79,PLMSC,5-Jul-79,89.1,214,245,81.3
COSMOS 1109,11417,1979 058A,USSR,27-Jun-79,PLMSC,Earth orbit,718.1,1758,38611,67.3
COSMOS 1110,11425,1979 060A,USSR,28-Jun-79,PLMSC,Earth orbit,100.6,775,797,74.0
COSMOS 1111,11429,1979 061A,USSR,29-Jun-79,PLMSC,14-Jul-79,90.6,255,354,62.8
COSMOS 1112,11443,1979 063A,USSR,6-Jul-79,KYMSC,21-Jan-80,93.5,357,541,50.6
COSMOS 1113,11447,1979 064A,USSR,10-Jul-79,TYMSC,23-Jul-79,89.5,173,330,65.0
COSMOS 1114,11449,1979 065A,USSR,11-Jul-79,PLMSC,26-Dec-81,95.2,506,552,74.1
COSMOS 1115,11451,1979 066A,USSR,13-Jul-79,PLMSC,26-Jul-79,89.0,217,235,81.4
COSMOS 1116,11457,1979 067A,USSR,20-Jul-79,PLMSC,11-Mar-93,92.6,396,408,81.2
COSMOS 1117,11463,1979 068A,USSR,25-Jul-79,PLMSC,7-Aug-79,89.5,177,325,62.8
COSMOS 1118,11465,1979 069A,USSR,27-Jul-79,PLMSC,9-Aug-79,88.9,210,237,81.3
COSMOS 1119,11478,1979 071A,USSR,3-Aug-79,PLMSC,15-Aug-79,89.0,213,245,81.4
COSMOS 1120,11485,1979 073A,USSR,11-Aug-79,TYMSC,24-Aug-79,89.8,170,362,70.6
COSMOS 1121,11487,1979 074A,USSR,14-Aug-79,PLMSC,13-Sep-79,89.7,171,348,67.2
COSMOS 1122,11491,1979 075A,USSR,17-Aug-79,PLMSC,30-Aug-79,88.9,208,227,81.3
COSMOS 1123,11496,1979 076A,USSR,21-Aug-79,PLMSC,3-Sep-79,88.9,211,236,81.3
COSMOS 1124,11509,1979 077A,USSR,28-Aug-79,PLMSC,Earth orbit,717.0,4913,35403,67.3
COSMOS 1125,11510,1979 078A,USSR,28-Aug-79,PLMSC,Earth orbit,100.6,779,795,74.0
COSMOS 1126,11515,1979 079A,USSR,31-Aug-79,PLMSC,14-Sep-79,90.4,194,391,72.8
COSMOS 1127,11520,1979 080A,USSR,5-Sep-79,PLMSC,18-Sep-79,89.3,210,268,81.3
COSMOS 1128,11529,1979 081A,USSR,14-Sep-79,PLMSC,27-Sep-79,89.5,173,328,62.8
COSMOS 1129,11536,1979 083A,USSR,25-Sep-79,PLMSC,14-Oct-79,90.4,213,376,62.8
COSMOS 1130,11538,1979 084A,USSR,25-Sep-79,PLMSC,Earth orbit,114.6,1395,1478,74.0
COSMOS 1131,11539,1979 084B,USSR,25-Sep-79,PLMSC,Earth orbit,114.8,1408,1480,74.0
COSMOS 1132,11540,1979 084C,USSR,25-Sep-79,PLMSC,Earth orbit,114.9,1423,1480,74.0
COSMOS 1133,11541,1979 084D,USSR,25-Sep-79,PLMSC,Earth orbit,115.1,1436,1481,74.0
COSMOS 1134,11542,1979 084E,USSR,25-Sep-79,PLMSC,Earth orbit,115.3,1451,1482,74.0
COSMOS 1135,11543,1979 084F,USSR,25-Sep-79,PLMSC,Earth orbit,115.4,1459,1490,74.0
COSMOS 1136,11544,1979 084G,USSR,25-Sep-79,PLMSC,Earth orbit,115.6,1470,1494,74.0
COSMOS 1137,11545,1979 084H,USSR,25-Sep-79,PLMSC,Earth orbit,115.8,1471,1511,74.0
COSMOS 1138,11548,1979 085A,USSR,28-Sep-79,PLMSC,12-Oct-79,90.2,199,373,72.9
COSMOS 1139,11564,1979 088A,USSR,5-Oct-79,PLMSC,18-Oct-79,89.8,199,329,72.8
COSMOS 1140,11573,1979 089A,USSR,11-Oct-79,PLMSC,Earth orbit,100.4,765,787,74.1
COSMOS 1141,11585,1979 090A,USSR,16-Oct-79,PLMSC,Earth orbit,104.6,952,996,82.9
COSMOS 1142,11592,1979 092A,USSR,22-Oct-79,PLMSC,4-Nov-79,90.3,198,382,72.9
COSMOS 1143,11600,1979 093A,USSR,26-Oct-79,PLMSC,Earth orbit,95.2,524,533,81.3
COSMOS 1144,11611,1979 097A,USSR,2-Nov-79,PLMSC,4-Dec-79,89.4,158,337,67.2
COSMOS 1145,11629,1979 099A,USSR,27-Nov-79,PLMSC,Earth orbit,94.4,484,495,81.2
COSMOS 1146,11632,1979 100A,USSR,5-Dec-79,PLMSC,25-Nov-81,93.9,438,493,65.9
COSMOS 1147,11638,1979 102A,USSR,12-Dec-79,PLMSC,26-Dec-79,90.2,192,377,72.9
COSMOS 1148,11649,1979 106A,USSR,28-Dec-79,PLMSC,10-Jan-80,89.6,170,340,67.1
COSMOS 1149,11652,1980 001A,USSR,9-Jan-80,PLMSC,23-Jan-80,90.3,191,384,72.9
COSMOS 1150,11667,1980 003A,USSR,14-Jan-80,PLMSC,Earth orbit,104.8,962,1010,83.0
COSMOS 1151,11671,1980 005A,USSR,23-Jan-80,PLMSC,Earth orbit,96.2,566,589,82.5
COSMOS 1152,11678,1980 006A,USSR,24-Jan-80,PLMSC,6-Feb-80,89.6,169,341,67.1
COSMOS 1153,11680,1980 007A,USSR,25-Jan-80,PLMSC,Earth orbit,104.8,959,1012,82.9
COSMOS 1154,11682,1980 008A,USSR,30-Jan-80,PLMSC,Earth orbit,95.5,540,545,81.2
COSMOS 1155,11685,1980 009A,USSR,7-Feb-80,PLMSC,21-Feb-80,90.3,191,393,72.8
COSMOS 1156,11691,1980 012A,USSR,11-Feb-80,PLMSC,Earth orbit,114.5,1396,1472,74.0
COSMOS 1157,11692,1980 012B,USSR,11-Feb-80,PLMSC,Earth orbit,114.7,1413,1474,74.0
COSMOS 1158,11693,1980 012C,USSR,11-Feb-80,PLMSC,Earth orbit,115.0,1432,1474,74.0
COSMOS 1159,11694,1980 012D,USSR,11-Feb-80,PLMSC,Earth orbit,115.2,1448,1476,74.0
COSMOS 1160,11695,1980 012E,USSR,11-Feb-80,PLMSC,Earth orbit,115.4,1463,1481,74.0
COSMOS 1161,11696,1980 012F,USSR,11-Feb-80,PLMSC,Earth orbit,115.6,1465,1501,74.0
COSMOS 1162,11697,1980 012G,USSR,11-Feb-80,PLMSC,Earth orbit,115.8,1469,1517,74.0
COSMOS 1163,11698,1980 012H,USSR,11-Feb-80,PLMSC,Earth orbit,116.1,1469,1541,74.0
COSMOS 1164,11700,1980 013A,USSR,12-Feb-80,PLMSC,12-Feb-80,736.8,434,40856,62.8
COSMOS 1165,11713,1980 017A,USSR,21-Feb-80,PLMSC,5-Mar-80,89.7,170,350,72.9
COSMOS 1166,11722,1980 020A,USSR,4-Mar-80,PLMSC,18-Mar-80,90.2,194,371,72.8
COSMOS 1167,11729,1980 021A,USSR,14-Mar-80,TYMSC,1-Oct-81,93.3,426,442,65.0
COSMOS 1168,11735,1980 022A,USSR,17-Mar-80,PLMSC,Earth orbit,104.7,955,1007,82.9
COSMOS 1169,11741,1980 023A,USSR,27-Mar-80,PLMSC,3-Mar-83,94.4,466,513,65.8
COSMOS 1170,11747,1980 025A,USSR,1-Apr-80,TYMSC,12-Apr-80,90.1,178,379,70.4
COSMOS 1171,11750,1980 026A,USSR,3-Apr-80,PLMSC,Earth orbit,104.8,969,1001,65.8
COSMOS 1172,11758,1980 028A,USSR,12-Apr-80,PLMSC,Earth orbit,716.4,1476,38809,64.7
COSMOS 1173,11763,1980 029A,USSR,17-Apr-80,TYMSC,28-Apr-80,89.8,174,352,70.3
COSMOS 1174,11765,1980 030A,USSR,18-Apr-80,TYMSC,Earth orbit,102.9,372,1419,66.1
COSMOS 1175,11767,1980 031A,USSR,18-Apr-80,PLMSC,28-May-80,91.6,251,458,62.8
COSMOS 1176,11788,1980 034A,USSR,29-Apr-80,TYMSC,Earth orbit,103.4,873,962,64.8
COSMOS 1177,11789,1980 035A,USSR,29-Apr-80,PLMSC,12-Jun-80,89.5,167,331,67.2
COSMOS 1178,11793,1980 036A,USSR,7-May-80,PLMSC,22-May-80,90.3,193,386,72.8
COSMOS 1179,11796,1980 037A,USSR,14-May-80,PLMSC,18-Jul-89,89.6,202,307,82.9
COSMOS 1180,11798,1980 038A,USSR,15-May-80,PLMSC,26-May-80,89.8,245,279,62.8
COSMOS 1181,11803,1980 039A,USSR,20-May-80,PLMSC,Earth orbit,104.8,967,1002,82.9
COSMOS 1182,11808,1980 040A,USSR,23-May-80,PLMSC,5-Jun-80,89.1,211,251,82.3
COSMOS 1183,11816,1980 042A,USSR,28-May-80,PLMSC,11-Jun-80,90.3,196,384,72.8
COSMOS 1184,11821,1980 044A,USSR,4-Jun-80,PLMSC,Earth orbit,95.3,532,535,81.2
COSMOS 1185,11827,1980 046A,USSR,6-Jun-80,PLMSC,20-Jun-80,89.3,208,277,82.3
COSMOS 1186,11829,1980 047A,USSR,6-Jun-80,PLMSC,1-Jan-82,92.6,388,414,74.0
COSMOS 1187,11837,1980 048A,USSR,12-Jun-80,PLMSC,26-Jun-80,89.4,194,294,72.9
COSMOS 1188,11844,1980 050A,USSR,14-Jun-80,PLMSC,Earth orbit,718.5,2124,38265,67.3
COSMOS 1189,11863,1980 054A,USSR,26-Jun-80,PLMSC,10-Jul-80,89.6,198,305,72.9
COSMOS 1190,11869,1980 056A,USSR,1-Jul-80,PLMSC,Earth orbit,100.6,777,792,74.0
COSMOS 1191,11871,1980 057A,USSR,2-Jul-80,PLMSC,Earth orbit,716.9,5403,34907,67.5
COSMOS 1192,11875,1980 058A,USSR,9-Jul-80,PLMSC,Earth orbit,114.5,1394,1472,74.0
COSMOS 1193,11876,1980 058B,USSR,9-Jul-80,PLMSC,Earth orbit,114.7,1411,1473,74.0
COSMOS 1194,11877,1980 058C,USSR,9-Jul-80,PLMSC,Earth orbit,114.9,1429,1472,74.0
COSMOS 1195,11878,1980 058D,USSR,9-Jul-80,PLMSC,Earth orbit,115.1,1447,1473,74.0
COSMOS 1196,11879,1980 058E,USSR,9-Jul-80,PLMSC,Earth orbit,115.3,1465,1473,74.0
COSMOS 1197,11880,1980 058F,USSR,9-Jul-80,PLMSC,Earth orbit,115.5,1469,1489,74.0
COSMOS 1198,11881,1980 058G,USSR,9-Jul-80,PLMSC,Earth orbit,115.7,1471,1506,74.0
COSMOS 1199,11882,1980 058H,USSR,9-Jul-80,PLMSC,Earth orbit,116.0,1470,1529,74.0
COSMOS 1200,11884,1980 059A,USSR,9-Jul-80,PLMSC,23-Jul-80,89.4,195,298,72.9
COSMOS 1201,11894,1980 061A,USSR,15-Jul-80,PLMSC,28-Jul-80,89.1,213,243,82.3
COSMOS 1202,11907,1980 065A,USSR,24-Jul-80,PLMSC,7-Aug-80,89.6,198,307,72.9
COSMOS 1203,11915,1980 066A,USSR,31-Jul-80,PLMSC,14-Aug-80,89.4,213,270,82.3
COSMOS 1204,11917,1980 067A,USSR,31-Jul-80,KYMSC,23-Feb-81,93.5,349,546,50.7
COSMOS 1205,11924,1980 068A,USSR,12-Aug-80,PLMSC,26-Aug-80,89.5,195,302,72.8
COSMOS 1206,11932,1980 069A,USSR,15-Aug-80,PLMSC,Earth orbit,95.2,525,531,81.2
COSMOS 1207,11938,1980 070A,USSR,22-Aug-80,PLMSC,4-Sep-80,89.2,211,256,82.3
COSMOS 1208,11945,1980 071A,USSR,26-Aug-80,PLMSC,24-Sep-80,89.6,173,339,67.1
COSMOS 1209,11950,1980 072A,USSR,3-Sep-80,PLMSC,17-Sep-80,89.2,206,267,82.3
COSMOS 1210,11980,1980 076A,USSR,19-Sep-80,PLMSC,3-Oct-80,88.6,175,239,82.3
COSMOS 1211,11982,1980 077A,USSR,23-Sep-80,PLMSC,4-Oct-80,89.0,211,236,82.4
COSMOS 1212,11985,1980 078A,USSR,26-Sep-80,PLMSC,9-Oct-80,88.9,205,244,82.3
COSMOS 1213,11997,1980 080A,USSR,3-Oct-80,PLMSC,17-Oct-80,89.6,192,313,72.9
COSMOS 1214,12008,1980 082A,USSR,10-Oct-80,PLMSC,23-Oct-80,89.7,170,347,67.2
COSMOS 1215,12016,1980 083A,USSR,14-Oct-80,PLMSC,12-May-83,95.0,493,546,74.0
COSMOS 1216,12019,1980 084A,USSR,16-Oct-80,PLMSC,30-Oct-80,90.1,189,367,72.9
COSMOS 1217,12032,1980 085A,USSR,24-Oct-80,PLMSC,Earth orbit,716.9,2007,38306,67.0
COSMOS 1218,12039,1980 086A,USSR,30-Oct-80,TYMSC,12-Dec-80,88.9,158,285,64.9
COSMOS 1219,12050,1980 088A,USSR,31-Oct-80,PLMSC,13-Nov-80,89.5,189,312,72.9
COSMOS 1220,12054,1980 089A,USSR,4-Nov-80,TYMSC,Earth orbit,97.6,526,759,65.0
COSMOS 1221,12058,1980 090A,USSR,12-Nov-80,PLMSC,26-Nov-80,90.5,196,399,72.9
COSMOS 1222,12071,1980 093A,USSR,21-Nov-80,PLMSC,Earth orbit,95.9,557,561,81.2
COSMOS 1223,12078,1980 095A,USSR,27-Nov-80,PLMSC,Earth orbit,718.1,5517,34854,68.3
COSMOS 1224,12084,1980 096A,USSR,1-Dec-80,PLMSC,15-Dec-80,90.2,194,374,72.9
COSMOS 1225,12087,1980 097A,USSR,5-Dec-80,PLMSC,Earth orbit,104.8,942,1023,82.9
COSMOS 1226,12091,1980 099A,USSR,10-Dec-80,PLMSC,Earth orbit,104.8,958,1007,82.9
COSMOS 1227,12100,1980 101A,USSR,16-Dec-80,PLMSC,28-Dec-80,89.4,194,296,72.8
COSMOS 1228,12107,1980 102A,USSR,23-Dec-80,PLMSC,Earth orbit,114.4,1392,1462,74.0
COSMOS 1229,12108,1980 102B,USSR,23-Dec-80,PLMSC,Earth orbit,114.6,1412,1462,74.0
COSMOS 1230,12109,1980 102C,USSR,23-Dec-80,PLMSC,Earth orbit,114.4,1398,1462,74.0
COSMOS 1231,12110,1980 102D,USSR,23-Dec-80,PLMSC,Earth orbit,114.5,1404,1462,74.0
COSMOS 1232,12111,1980 102E,USSR,23-Dec-80,PLMSC,Earth orbit,114.6,1411,1461,74.0
COSMOS 1233,12112,1980 102F,USSR,23-Dec-80,PLMSC,Earth orbit,114.7,1417,1462,74.0
COSMOS 1234,12113,1980 102G,USSR,23-Dec-80,PLMSC,Earth orbit,114.6,1408,1462,74.0
COSMOS 1235,12114,1980 102H,USSR,23-Dec-80,PLMSC,Earth orbit,114.6,1412,1462,74.0
COSMOS 1236,12121,1980 105A,USSR,26-Dec-80,PLMSC,21-Jan-81,89.8,168,362,67.1
COSMOS 1237,12130,1981 001A,USSR,6-Jan-81,PLMSC,20-Jan-81,90.3,191,382,72.9
COSMOS 1238,12138,1981 003A,USSR,16-Jan-81,PLMSC,Earth orbit,106.2,395,1706,83.0
COSMOS 1239,12140,1981 004A,USSR,16-Jan-81,PLMSC,28-Jan-81,88.9,210,231,82.3
COSMOS 1240,12143,1981 005A,USSR,20-Jan-81,TYMSC,17-Feb-81,89.8,165,359,64.9
COSMOS 1241,12149,1981 006A,USSR,21-Jan-81,PLMSC,Earth orbit,104.9,981,1000,65.8
COSMOS 1242,12154,1981 008A,USSR,27-Jan-81,PLMSC,Earth orbit,96.2,568,584,81.2
COSMOS 1243,12160,1981 010A,USSR,2-Feb-81,TYMSC,2-Feb-81,97.8,294,1013,65.8
COSMOS 1244,12297,1981 013A,USSR,12-Feb-81,PLMSC,Earth orbit,104.7,958,1004,83.0
COSMOS 1245,12299,1981 014A,USSR,13-Feb-81,PLMSC,27-Feb-81,90.2,193,374,72.8
COSMOS 1246,12301,1981 015A,USSR,18-Feb-81,TYMSC,13-Mar-81,89.1,193,263,64.9
COSMOS 1247,12303,1981 016A,USSR,19-Feb-81,PLMSC,Earth orbit,711.1,4493,35529,67.2
COSMOS 1248,12317,1981 020A,USSR,5-Mar-81,PLMSC,4-Apr-81,91.0,112,531,68.1
COSMOS 1249,12319,1981 021A,USSR,5-Mar-81,TYMSC,Earth orbit,103.9,904,976,65.0
COSMOS 1250,12320,1981 022A,USSR,6-Mar-81,PLMSC,Earth orbit,114.4,1387,1469,74.0
COSMOS 1251,12321,1981 022B,USSR,6-Mar-81,PLMSC,Earth orbit,114.6,1401,1470,74.0
COSMOS 1252,12322,1981 022C,USSR,6-Mar-81,PLMSC,Earth orbit,114.7,1415,1470,74.0
COSMOS 1253,12323,1981 022D,USSR,6-Mar-81,PLMSC,Earth orbit,115.6,1466,1493,74.0
COSMOS 1254,12324,1981 022E,USSR,6-Mar-81,PLMSC,Earth orbit,114.9,1429,1470,74.0
COSMOS 1255,12325,1981 022F,USSR,6-Mar-81,PLMSC,Earth orbit,115.0,1442,1470,74.0
COSMOS 1256,12326,1981 022G,USSR,6-Mar-81,PLMSC,Earth orbit,115.2,1454,1474,74.0
COSMOS 1257,12327,1981 022H,USSR,6-Mar-81,PLMSC,Earth orbit,115.4,1467,1476,74.0
COSMOS 1258,12337,1981 024A,USSR,14-Mar-81,TYMSC,14-Mar-81,97.9,299,1022,65.8
COSMOS 1259,12341,1981 026A,USSR,17-Mar-81,TYMSC,31-Mar-81,90.4,204,379,70.3
COSMOS 1260,12364,1981 028A,USSR,20-Mar-81,TYMSC,22-May-82,93.3,425,444,65.0
COSMOS 1261,12376,1981 031A,USSR,31-Mar-81,PLMSC,Earth orbit,717.2,4742,35583,67.2
COSMOS 1262,12385,1981 032A,USSR,7-Apr-81,PLMSC,21-Apr-81,90.2,191,372,72.9
COSMOS 1263,12388,1981 033A,USSR,9-Apr-81,PLMSC,Earth orbit,105.9,387,1684,83.0
COSMOS 1264,12400,1981 035A,USSR,15-Apr-81,TYMSC,29-Apr-81,90.4,205,382,70.4
COSMOS 1265,12402,1981 036A,USSR,16-Apr-81,PLMSC,28-Apr-81,89.2,197,267,72.9
COSMOS 1266,12409,1981 037A,USSR,21-Apr-81,TYMSC,Earth orbit,103.6,911,941,64.8
COSMOS 1267,12419,1981 039A,USSR,25-Apr-81,TYMSC,29-Jul-82,88.9,192,259,51.6
COSMOS 1268,12423,1981 040A,USSR,28-Apr-81,TYMSC,12-May-81,90.3,206,366,70.4
COSMOS 1269,12442,1981 041A,USSR,7-May-81,PLMSC,Earth orbit,100.7,781,798,74.1
COSMOS 1270,12461,1981 045A,USSR,18-May-81,TYMSC,17-Jun-81,89.7,171,345,64.9
COSMOS 1271,12464,1981 046A,USSR,19-May-81,PLMSC,Earth orbit,96.2,565,582,81.2
COSMOS 1272,12466,1981 047A,USSR,21-May-81,TYMSC,4-Jun-81,90.3,206,376,70.4
COSMOS 1273,12469,1981 048A,USSR,22-May-81,PLMSC,4-Jun-81,89.1,205,258,82.3
COSMOS 1274,12495,1981 052A,USSR,3-Jun-81,PLMSC,3-Jul-81,88.9,144,291,67.2
COSMOS 1275,12504,1981 053A,USSR,4-Jun-81,PLMSC,Earth orbit,104.7,953,1004,83.0
COSMOS 1276,12517,1981 055A,USSR,16-Jun-81,PLMSC,29-Jun-81,88.9,211,233,82.4
COSMOS 1277,12520,1981 056A,USSR,17-Jun-81,TYMSC,1-Jul-81,90.3,204,373,70.4
COSMOS 1278,12547,1981 058A,USSR,19-Jun-81,PLMSC,Earth orbit,719.0,2452,37962,67.0
COSMOS 1279,12571,1981 062A,USSR,1-Jul-81,TYMSC,15-Jul-81,90.2,206,364,70.4
COSMOS 1280,12577,1981 063A,USSR,2-Jul-81,PLMSC,15-Jul-81,89.3,206,280,82.3
COSMOS 1281,12583,1981 064A,USSR,7-Jul-81,PLMSC,21-Jul-81,90.4,193,389,72.8
COSMOS 1282,12588,1981 066A,USSR,15-Jul-81,TYMSC,14-Aug-81,89.5,170,332,64.9
COSMOS 1283,12598,1981 067A,USSR,17-Jul-81,PLMSC,31-Jul-81,88.6,169,242,82.4
COSMOS 1284,12614,1981 068A,USSR,29-Jul-81,PLMSC,12-Aug-81,88.7,178,237,82.3
COSMOS 1285,12627,1981 071A,USSR,4-Aug-81,PLMSC,Earth orbit,727.0,4721,36086,67.2
COSMOS 1286,12631,1981 072A,USSR,4-Aug-81,TYMSC,16-Oct-82,93.2,430,442,65.0
COSMOS 1287,12636,1981 074A,USSR,6-Aug-81,PLMSC,Earth orbit,115.7,1462,1510,74.0
COSMOS 1288,12637,1981 074B,USSR,6-Aug-81,PLMSC,Earth orbit,115.5,1462,1490,74.0
COSMOS 1289,12638,1981 074C,USSR,6-Aug-81,PLMSC,Earth orbit,114.7,1424,1462,74.0
COSMOS 1290,12639,1981 074D,USSR,6-Aug-81,PLMSC,Earth orbit,114.9,1439,1462,74.0
COSMOS 1291,12640,1981 074E,USSR,6-Aug-81,PLMSC,Earth orbit,115.1,1456,1462,74.0
COSMOS 1292,12641,1981 074F,USSR,6-Aug-81,PLMSC,Earth orbit,115.3,1461,1475,74.0
COSMOS 1293,12642,1981 074G,USSR,6-Aug-81,PLMSC,Earth orbit,114.6,1407,1462,74.0
COSMOS 1294,12643,1981 074H,USSR,6-Aug-81,PLMSC,Earth orbit,114.4,1390,1462,74.0
COSMOS 1295,12681,1981 077A,USSR,12-Aug-81,PLMSC,Earth orbit,104.6,944,1007,82.9
COSMOS 1296,12687,1981 078A,USSR,13-Aug-81,PLMSC,13-Sep-81,89.7,167,354,67.1
COSMOS 1297,12716,1981 079A,USSR,18-Aug-81,PLMSC,30-Aug-81,90.1,194,360,72.8
COSMOS 1298,12776,1981 080A,USSR,21-Aug-81,TYMSC,2-Oct-81,89.4,170,328,64.8
COSMOS 1299,12783,1981 081A,USSR,24-Aug-81,TYMSC,Earth orbit,103.9,926,962,65.1
COSMOS 1300,12785,1981 082A,USSR,24-Aug-81,PLMSC,Earth orbit,96.7,589,609,82.5
COSMOS 1301,12788,1981 083A,USSR,27-Aug-81,PLMSC,10-Sep-81,89.2,212,258,82.3
COSMOS 1302,12791,1981 084A,USSR,28-Aug-81,PLMSC,Earth orbit,100.5,771,796,74.0
COSMOS 1303,12801,1981 086A,USSR,4-Sep-81,TYMSC,18-Sep-81,90.2,208,363,70.4
COSMOS 1304,12803,1981 087A,USSR,4-Sep-81,PLMSC,Earth orbit,103.6,889,972,82.9
COSMOS 1305,12818,1981 088A,USSR,11-Sep-81,PLMSC,Earth orbit,263.7,1288,13197,63.7
COSMOS 1306,12828,1981 089A,USSR,14-Sep-81,TYMSC,16-Jul-82,90.4,168,424,65.0
COSMOS 1307,12830,1981 090A,USSR,15-Sep-81,PLMSC,28-Sep-81,90.4,194,390,72.9
COSMOS 1308,12835,1981 091A,USSR,18-Sep-81,PLMSC,Earth orbit,104.7,958,1001,82.9
COSMOS 1309,12837,1981 092A,USSR,18-Sep-81,PLMSC,1-Oct-81,89.2,212,257,82.3
COSMOS 1310,12852,1981 095A,USSR,23-Sep-81,PLMSC,3-Apr-89,92.7,394,423,65.8
COSMOS 1311,12871,1981 097A,USSR,28-Sep-81,PLMSC,28-Aug-83,94.3,462,513,82.9
COSMOS 1312,12879,1981 098A,USSR,30-Sep-81,PLMSC,Earth orbit,115.9,1488,1500,82.6
COSMOS 1313,12881,1981 099A,USSR,1-Oct-81,TYMSC,15-Oct-81,89.4,203,286,70.4
COSMOS 1314,12895,1981 101A,USSR,9-Oct-81,PLMSC,22-Oct-81,88.9,209,223,82.3
COSMOS 1315,12903,1981 103A,USSR,13-Oct-81,PLMSC,Earth orbit,96.4,571,599,81.2
COSMOS 1316,12905,1981 104A,USSR,15-Oct-81,TYMSC,29-Oct-81,90.4,205,381,70.3
COSMOS 1317,12933,1981 108A,USSR,31-Oct-81,PLMSC,Earth orbit,719.0,5425,34987,68.3
COSMOS 1318,12936,1981 109A,USSR,3-Nov-81,PLMSC,4-Dec-81,89.8,172,353,67.1
COSMOS 1319,12954,1981 112A,USSR,13-Nov-81,TYMSC,27-Nov-81,90.3,204,374,70.4
COSMOS 1320,12975,1981 116A,USSR,28-Nov-81,PLMSC,Earth orbit,117.2,1479,1632,74.0
COSMOS 1321,12976,1981 116B,USSR,28-Nov-81,PLMSC,Earth orbit,117.2,1480,1629,74.0
COSMOS 1322,12977,1981 116C,USSR,28-Nov-81,PLMSC,Earth orbit,117.2,1479,1626,74.0
COSMOS 1323,12978,1981 116D,USSR,28-Nov-81,PLMSC,Earth orbit,117.1,1480,1622,74.0
