;
Common name,NASA Number,Designator,Country,Launch Date,Site,Decay date/Orbit,Period(min),Perigee,Apogee,Inclination
;
;    Spacecraft launched from Earth
NOSS 2,10502,1977 112A,US,8-Dec-77,AFWTR,Classified,107.5,1054,1169,63.4
NOSS 3,11720,1980 019A,US,3-Mar-80,AFWTR,Classified,107.1,1035,1150,63.0
NOSS 4,13791,1983 008A,US,9-Feb-83,AFWTR,Classified,107.8,1063,1186,63.4
NOSS 5,14112,1983 056A,US,9-Jun-83,AFWTR,Classified
NOSS 6,14690,1984 012A,US,5-Feb-84,AFWTR,Classified
NOSS 7  (USA 15),16591,1986 014A,US,9-Feb-86,AFWTR,Classified
NOSS 7A (USA 16),16624,1986 014E,US,9-Feb-86,AFWTR,Classified
NOSS 7B (USA 17),16625,1986 014F,US,9-Feb-86,AFWTR,Classified
NOSS 7C (USA 18),16631,1986 014H,US,9-Feb-86,AFWTR,Classified
NOSS 8  (USA 22),17997,1987 043A,US,15-May-87,AFWTR,Classified
NOSS 8A (USA 23),18009,1987 043E,US,15-May-87,AFWTR,Classified
NOSS 8B (USA 24),18010,1987 043F,US,15-May-87,AFWTR,Classified
NOSS 8C (USA 25),18025,1987 043H,US,15-May-87,AFWTR,Classified
NOVA 1,12458,1981 044A,US,15-May-81,AFWTR,Earth orbit,108.9,1163,1183,90.1
NOVA 11,19223,1988 052A,US,16-Jun-88,AFWTR,Earth orbit,108.9,1150,1198,90.0
NOVA 3,15362,1984 110A,US,12-Oct-84,AFWTR,Earth orbit,108.9,1149,1199,89.9
NTS 1 (TIMATION 3),7369,1974 054A,US,14-Jul-74,AFWTR,Earth orbit,468.7,13442,13777,125.0
NTS 2,10091,1977 053A,US,23-Jun-77,AFWTR,Earth orbit,718.1,20115,20256,63.9
NUSAT-1,15666,1985 034B,US,29-Apr-85,AFETR,15-Dec-86,91.5,345,354,57.0
OAO 1,2142,1966 031A,US,8-Apr-66,AFETR,Earth orbit,100.6,783,793,35.0
OAO 2,3597,1968 110A,US,7-Dec-68,AFETR,Earth orbit,99.9,749,758,35.0
OAO 3 (COPERNICUS),6153,1972 065A,US,21-Aug-72,AFETR,Earth orbit,99.2,713,724,35.0
OFEQ 2,20540,1990 027A,ISRAEL,3-Apr-90,YAVNE,9-Jul-90,88.5,149,251,143.2
OFO 1,4690,1970 094A,US,9-Nov-70,WLPIS,9-May-71,92.6,304,518,37.4
OGO 1,879,1964 054A,US,5-Sep-64,AFETR,Unknown,3841.9,4930,144824,40.7
OGO 2,1620,1965 081A,US,14-Oct-65,AFWTR,17-Sep-81,104.4,419,1515,87.4
OGO 3,2195,1966 049A,US,7-Jun-66,AFETR,Unknown,2911.5,19519,102806,77.6
OGO 4,2895,1967 073A,US,28-Jul-67,AFWTR,16-Aug-72,97.8,422,885,86.0
OGO 5,3138,1968 014A,US,4-Mar-68,AFETR,Unknown,3795.9,271,148186,54.0
OGO 6,3986,1969 051A,US,5-Jun-69,AFWTR,12-Oct-79,99.7,397,1089,82.0
OHSUMI,4330,1970 011A,JAPAN,11-Feb-70,KSCUT,Earth orbit,113.4,323,2440,31.0
OKEAN 1,19274,1988 056A,USSR,5-Jul-88,PLMSC,Earth orbit,97.1,606,633,82.5
OKEAN 2,20510,1990 018A,USSR,28-Feb-90,PLMSC,Earth orbit,97.4,617,646,82.5
OKEAN 3,21397,1991 039A,USSR,4-Jun-91,PLMSC,Earth orbit,97.5,621,656,82.5
OLYMPUS,20122,1989 053A,ESA,12-Jul-89,FRGUI,Earth orbit,1436.2,35758,35817,1.2
ORBCOMM-X,21576,1991 050C,US,17-Jul-91,FRGUI,Earth orbit,100.2,764,771,98.5
ORFEUS-SPAS,22798,1993 058C,FRG,12-Sep-93,AFETR,22-Sep-93,90.9,301,331,28.5
ORS 1 (ERS 15),2412,1966 077C,US,19-Aug-66,AFWTR,Earth orbit,167.6,3680,3700,89.7
ORS 2 (ERS 16),2202,1966 051C,US,9-Jun-66,AFWTR,12-Mar-67,125.1,178,3641,90.0
ORS 3 (ERS 17),1460,1965 058C,US,20-Jul-65,AFETR,1-Jul-68,2595.4,566,111793,36.9
OSCAR  1,214,A KAPPA 2,US,12-Dec-61,AFWTR,31-Jan-62,91.8,245,474,81.2
OSCAR  2,305,CHI 2,US,2-Jun-62,AFWTR,21-Jun-62,89.8,188,339,74.2
OSCAR  3,1293,1965 016F,US,9-Mar-65,AFWTR,Earth orbit,102.8,876,900,70.1
OSCAR  4,1902,1965 108C,US,21-Dec-65,AFETR,12-Apr-76,587.5,162,33549,26.8
OSCAR  5,4321,1970 008B,AUSTRL,23-Jan-70,AFWTR,Earth orbit,115.0,1431,1475,101.4
OSCAR  6,6236,1972 082B,US,15-Oct-72,AFWTR,Earth orbit,114.9,1446,1452,102.0
OSCAR  7,7530,1974 089B,US,15-Nov-74,AFWTR,Earth orbit,114.8,1437,1457,101.9
OSCAR  8,10703,1978 026B,US,5-Mar-78,AFWTR,Earth orbit,103.0,893,903,99.2
OSCAR 10,14129,1983 058B,FRG,16-Jun-83,FRGUI,Earth orbit,699.5,4007,35442,27.2
OSCAR 13,19216,1988 051B,US,15-Jun-88,FRGUI,Earth orbit,686.6,809,37995,57.9
OSCAR 14,20437,1990 005B,UK,22-Jan-90,FRGUI,Earth orbit,100.7,781,797,98.6
OSCAR 15,20438,1990 005C,UK,22-Jan-90,FRGUI,Earth orbit,100.7,784,798,98.6
OSCAR 16,20439,1990 005D,US,22-Jan-90,FRGUI,Earth orbit,100.6,781,797,98.6
OSCAR 17,20440,1990 005E,BRAZIL,22-Jan-90,FRGUI,Earth orbit,100.6,780,796,98.6
OSCAR 18,20441,1990 005F,US,22-Jan-90,FRGUI,Earth orbit,100.6,780,797,98.6
OSCAR 19,20442,1990 005G,ARGENT,22-Jan-90,FRGUI,Earth orbit,100.6,779,797,98.6
OSCAR 23,19070,1988 033A,US,26-Apr-88,AFWTR,Earth orbit,108.5,1013,1301,90.3
OSCAR 25,19419,1988 074A,US,25-Aug-88,AFWTR,Earth orbit,107.3,1029,1176,89.9
OSCAR 27,18361,1987 080A,US,16-Sep-87,AFWTR,Earth orbit,107.1,1011,1177,90.4
OSCAR 29,18362,1987 080B,US,16-Sep-87,AFWTR,Earth orbit,107.2,1010,1180,90.4
OSCAR 31,19420,1988 074B,US,25-Aug-88,AFWTR,Earth orbit,107.3,1030,1173,89.9
OSCAR 32,19071,1988 033B,US,26-Apr-88,AFWTR,Earth orbit,108.5,1014,1299,90.3
OSO 1,255,ZETA 1,US,7-Mar-62,AFETR,8-Oct-81,95.3,522,553,32.8
OSO 2,987,1965 007A,US,3-Feb-65,AFETR,9-Aug-89,90.5,294,306,32.8
OSO 3,2703,1967 020A,US,8-Mar-67,AFETR,4-Apr-82,95.8,546,570,32.8
OSO 4,3000,1967 100A,US,18-Oct-67,AFETR,15-Jun-82,95.7,552,555,32.9
OSO 5,3663,1969 006A,US,22-Jan-69,AFETR,2-Apr-84,95.6,538,559,33.0
OSO 6,4065,1969 068A,US,9-Aug-69,AFETR,7-Mar-81,95.1,489,554,32.9
OSO 7,5491,1971 083A,US,29-Sep-71,AFETR,9-Jul-74,93.5,326,572,33.1
OSO 8,7970,1975 057A,US,21-Jun-75,AFETR,9-Jul-86,95.6,539,553,32.9
OTS 2,10855,1978 044A,ESA,11-May-78,AFETR,Earth orbit,1452.6,36084,36132,9.3
OV1-02,1613,1965 078A,US,5-Oct-65,AFWTR,Earth orbit,117.6,408,2735,144.2
OV1-04,2121,1966 025A,US,30-Mar-66,AFWTR,Earth orbit,104.0,884,1008,144.5
OV1-05,2122,1966 025B,US,30-Mar-66,AFWTR,Earth orbit,105.6,985,1056,144.6
OV1-06,2527,1966 099C,US,3-Nov-66,AFETR,31-Dec-66,90.3,287,290,32.8
OV1-08,2324,1966 063A,US,14-Jul-66,AFWTR,4-Jan-78,105.2,985,1022,144.2
OV1-09,2610,1966 111A,US,11-Dec-66,AFWTR,Earth orbit,139.9,471,4627,99.1
OV1-10,2611,1966 111B,US,11-Dec-66,AFWTR,Earth orbit,96.1,541,604,93.4
OV1-12,2901,1967 072D,US,27-Jul-67,AFWTR,22-Jul-80,95.4,497,579,101.7
OV1-13,3173,1968 026A,US,6-Apr-68,AFWTR,Earth orbit,198.7,559,9246,99.9
OV1-14,3174,1968 026B,US,6-Apr-68,AFWTR,Earth orbit,207.1,552,9880,100.0
OV1-15 (SPADES),3318,1968 059A,US,11-Jul-68,AFWTR,6-Nov-68,104.6,153,1800,89.8
OV1-16 (CANNONBALL 1),3319,1968 059B,US,11-Jul-68,AFWTR,19-Aug-68,91.5,145,556,89.8
OV1-17,3823,1969 025A,US,18-Mar-69,AFWTR,5-Mar-70,93.2,400,466,99.1
OV1-17A (ORBISCAL 2),3826,1969 025D,US,18-Mar-69,AFWTR,24-Mar-69,89.4,175,309,99.1
OV1-18,3824,1969 025B,US,18-Mar-69,AFWTR,27-Aug-72,95.2,466,583,98.9
OV1-19,3825,1969 025C,US,18-Mar-69,AFWTR,Earth orbit,151.4,479,5587,104.8
OV1-20,5394,1971 067A,US,7-Aug-71,AFWTR,28-Aug-71,105.9,136,1932,92.0
OV1-21,5397,1971 067B,US,7-Aug-71,AFWTR,Earth orbit,101.7,775,899,87.6
OV1-86,2893,1967 072A,US,27-Jul-67,AFWTR,22-Feb-72,95.5,529,557,101.6
OV2-1 (LCS 2),1624,1965 082A,US,15-Oct-65,AFETR,27-Jul-72,99.8,708,791,32.6
OV2-3,1863,1965 108A,US,21-Dec-65,AFETR,17-Aug-75,589.3,167,33662,26.4
OV2-5,3428,1968 081A,US,26-Sep-68,AFETR,Earth orbit,1417.9,35084,35774,12.6
OV3-1,2150,1966 034A,US,22-Apr-66,AFWTR,Earth orbit,132.0,339,4079,82.4
OV3-2,2517,1966 097A,US,28-Oct-66,AFWTR,29-Sep-71,104.2,319,1599,81.9
OV3-3,2389,1966 070A,US,4-Aug-66,AFWTR,Earth orbit,121.4,349,3141,81.4
OV3-4,2201,1966 052A,US,9-Jun-66,WLPIS,Earth orbit,142.9,643,4704,40.9
OV3-6 (ATCOS 2),3057,1967 120A,US,5-Dec-67,AFWTR,9-Mar-69,93.0,409,443,90.0
OV4-1R,2526,1966 099B,US,3-Nov-66,AFETR,5-Jan-67,90.3,289,292,32.8
OV4-1T,2528,1966 099D,US,3-Nov-66,AFETR,11-Jan-67,90.6,289,317,32.8
OV4-3 (MOL CANISTER),2524,1966 099A,US,3-Nov-66,AFETR,9-Jan-67,90.4,298,305,32.8
OV5-1 (ERS 27),2769,1967 040E,US,28-Apr-67,AFETR,Unknown,2827.8,8979,110746,32.8
OV5-2 (ERS 28),3429,1968 081B,US,26-Sep-68,AFETR,15-Feb-71,630.8,184,35786,26.4
OV5-3 (ERS 20),2768,1967 040D,US,28-Apr-67,AFETR,Unknown,2829.6,8604,111229,32.8
OV5-4 (ERS 21),3430,1968 081C,US,26-Sep-68,AFETR,Unknown,1435.8,35775,35786,3.0
OV5-5 (ERS 29),3950,1969 046A,US,23-May-69,AFETR,Unknown,3121.9,59630,69130,33.0
OV5-6 (ERS 26),3951,1969 046B,US,23-May-69,AFETR,Unknown,3115.4,59540,69022,33.6
OV5-9,3952,1969 046C,US,23-May-69,AFETR,Unknown,3115.1,59543,69011,33.5
OXP-1,22489,1993 009A,US,9-Feb-93,AFETR,Earth orbit,100.1,731,794,25.0
P 76-5,8860,1976 047A,US,22-May-76,AFWTR,Earth orbit,105.4,981,1044,99.6
PAC 1,4066,1969 068B,US,9-Aug-69,AFETR,28-Apr-77,95.0,486,552,32.9
PAGEOS 1,2253,1966 056A,US,24-Jun-66,AFWTR,Earth orbit,177.4,2953,5207,84.4
PALAPA 1,9009,1976 066A,INDNSA,8-Jul-76,AFETR,Earth orbit,1438.6,35818,35852,8.6
PALAPA 2,9862,1977 018A,INDNSA,10-Mar-77,AFETR,Earth orbit,1439.6,35843,35867,7.6
PALAPA B1,14134,1983 059C,INDNSA,18-Jun-83,AFETR,Earth orbit,1436.2,35784,35792,3.0
PALAPA B2,14692,1984 011D,INDNSA,6-Feb-84,AFETR,16-Nov-84,99.5,280,1190,28.2
PALAPA B2P,17706,1987 029A,INDNSA,20-Mar-87,AFETR,Earth orbit,1436.2,35785,35792,0.1
PALAPA B2R,20570,1990 034A,INDNSA,13-Apr-90,AFETR,Earth orbit,1436.3,35784,35795,0.0
PALAPA B4,21964,1992 027A,INDNSA,14-May-92,AFETR,Earth orbit,1436.2,35785,35790,0.0
PAS 1,19217,1988 051C,US,15-Jun-88,FRGUI,Earth orbit,1436.2,35784,35792,0.1
PDP,15929,1985 063B,US,29-Jul-85,AFETR,6-Aug-85,90.9,311,321,49.5
PEGASUS 1,1085,1965 009A,US,16-Feb-65,AFETR,17-Sep-78,97.0,510,726,31.7
PEGASUS 2,1381,1965 039A,US,25-May-65,AFETR,3-Nov-79,97.0,502,740,31.7
PEGASUS 3,1467,1965 060A,US,30-Jul-65,AFETR,4-Aug-69,93.4,441,449,28.9
PEGSAT,20546,1990 028A,US,5-Apr-90,AFWTR,Earth orbit,93.7,401,507,94.1
PEOLE,4801,1970 109A,FRANCE,12-Dec-70,FRGUI,16-Jun-80,98.6,634,750,15.0
PHOBOS 1,19281,1988 058A,USSR,7-Jul-88,TYMSC,Solar orbit
PHOBOS 2,19287,1988 059A,USSR,12-Jul-88,TYMSC,Mars orbit
PION 1,22099,1992 056C,USSR,19-Aug-92,PLMSC,25-Sep-92,89.0,219,229,82.6
PION 2,22100,1992 056D,USSR,19-Aug-92,PLMSC,24-Sep-92,89.0,218,229,82.6
PIONEER  1,110,ETA 1,US,11-Oct-58,AFETR,12-Oct-58
PIONEER  3,111,THETA 1,US,6-Dec-58,AFETR,7-Dec-58
PIONEER  4,113,NU 1,US,3-Mar-59,AFETR,Solar orbit
PIONEER  5,27,ALPHA 1,US,11-Mar-60,AFETR,Solar orbit
PIONEER  6,1841,1965 105A,US,16-Dec-65,AFETR,Solar orbit
PIONEER  7,2398,1966 075A,US,17-Aug-66,AFETR,Solar orbit
PIONEER  8,3066,1967 123A,US,13-Dec-67,AFETR,Solar orbit
PIONEER  9,3533,1968 100A,US,8-Nov-68,AFETR,Solar orbit
PIONEER 10,5860,1972 012A,US,3-Mar-72,AFETR,Interstellar
PIONEER 11,6421,1973 019A,US,6-Apr-73,AFETR,Interstellar
PIONEER VENUS ORBITER,10911,1978 051A,US,20-May-78,AFETR,Venus orbit
PIONEER VENUS PROBE 1,12103,1978 078D,US,8-Aug-78,AFETR,9-Dec-78
PIONEER VENUS PROBE 2,12104,1978 078E,US,8-Aug-78,AFETR,9-Dec-78
PIONEER VENUS PROBE 3,12105,1978 078F,US,8-Aug-78,AFETR,9-Dec-78
PIONEER VENUS PROBE 4,12106,1978 078G,US,8-Aug-78,AFETR,9-Dec-78
PIONEER VENUS PROBE BUS,11001,1978 078A,US,8-Aug-78,AFETR,9-Dec-78
POLAR BEAR,17070,1986 088A,US,14-Nov-86,AFWTR,Earth orbit,104.8,955,1013,89.6
POLYOT 1,683,1963 043A,USSR,1-Nov-63,TYMSC,16-Oct-82,102.4,331,1420,58.9
POLYOT 2,784,1964 019B,USSR,12-Apr-64,TYMSC,8-Jun-66,92.3,303,479,58.1
PORCUPINE 2,1577,1965 065J,US,13-Aug-65,AFWTR,Earth orbit,107.9,1073,1181,89.9
POSAT-1,22826,1993 061D,PORTUG,26-Sep-93,FRGUI,Earth orbit,100.8,789,803,98.7
PRC  9,12842,1981 093A,PRC,19-Sep-81,SCMTR,26-Sep-81,103.3,232,1598,59.5
PRC 10,12843,1981 093B,PRC,19-Sep-81,SCMTR,6-Oct-82,103.5,233,1615,59.4
PRC 11,12845,1981 093D,PRC,19-Sep-81,SCMTR,17-Aug-82,103.4,232,1608,59.4
PRC 12,13521,1982 090A,PRC,9-Sep-82,SCMTR,21-Sep-82,90.2,172,392,63.0
PRC 13,14288,1983 086A,PRC,19-Aug-83,SCMTR,3-Sep-83,91.2,170,493,63.3
PRC 14,14670,1984 008A,PRC,29-Jan-84,SCMTR,Earth orbit,162.0,484,6446,36.1
PRC 15,14899,1984 035A,PRC,8-Apr-84,CHINA,Earth orbit,1435.0,35733,35796,6.1
PRC 16,15279,1984 098A,PRC,12-Sep-84,SCMTR,29-Sep-84,90.2,172,398,67.9
PRC 17,16177,1985 096A,PRC,21-Oct-85,SCMTR,7-Nov-85,90.2,171,393,63.0
PRC 18,16526,1986 010A,PRC,1-Feb-86,CHINA,Earth orbit,1436.3,35773,35807,4.7
PRC 19,17001,1986 076A,PRC,6-Oct-86,SCMTR,23-Oct-86,89.6,169,337,57.0
PRC 20,18306,1987 067A,PRC,5-Aug-87,SCMTR,23-Aug-87,89.9,169,366,63.0
PRC 21,18341,1987 075A,PRC,9-Sep-87,SCMTR,4-Oct-87,88.5,181,222,63.0
PRC 22,18922,1988 014A,PRC,7-Mar-88,SCMTR,Earth orbit,1436.2,35786,35789,0.5
PRC 23,19368,1988 067A,PRC,5-Aug-88,SCMTR,13-Aug-88,89.7,204,311,63.0
PRC 25,19710,1988 111A,PRC,22-Dec-88,XICLF,Earth orbit,1436.2,35787,35791,0.1
PRC 26,20473,1990 011A,PRC,4-Feb-90,XICLF,Earth orbit,1436.3,35783,35795,0.0
PRC 31,20789,1990 081B,PRC,3-Sep-90,WUZLF,11-Mar-91,100.9,789,811,99.0
PRC 32,20790,1990 081C,PRC,3-Sep-90,WUZLF,24-Jul-91,97.0,596,629,99.0
PRC 33,20838,1990 089A,PRC,5-Oct-90,SCMTR,23-Oct-90,89.7,208,312,57.0
PRC 34,21833,1991 088A,PRC,28-Dec-91,AFETR,Earth orbit,632.6,2017,34047,31.5
PRC 35,22072,1992 051A,PRC,9-Aug-92,SCMTR,1-Sep-92,89.5,171,332,63.1
PRC 38,22162,1992 064B,PRC,6-Oct-92,SCMTR,31-Oct-92,89.7,213,309,63.0
PROGNOZ  1,5941,1972 029A,USSR,14-Apr-72,TYMSC,Unknown,5782.1,1005,199667,65.0
PROGNOZ  2,6068,1972 046A,USSR,29-Jun-72,TYMSC,15-Dec-82,5849.2,517,201804,65.3
PROGNOZ  3,6364,1973 009A,USSR,15-Feb-73,TYMSC,Unknown,5783.0,590,200000,65.0
PROGNOZ  4,8510,1975 122A,USSR,22-Dec-75,TYMSC,Unknown,5740.0,634,199000,65.0
PROGNOZ  5,9557,1976 112A,USSR,25-Nov-76,TYMSC,Unknown,5728.0,777,198560,65.2
PROGNOZ  6,10370,1977 093A,USSR,22-Sep-77,TYMSC,Unknown,5688.0,488,197867,65.0
PROGNOZ  7,11088,1978 101A,USSR,30-Oct-78,TYMSC,22-Oct-80,5881.1,472,202627,64.9
PROGNOZ  8,12116,1980 103A,USSR,25-Dec-80,TYMSC,Earth orbit,5687.8,978,197364,65.8
PROGNOZ  9,14163,1983 067A,USSR,1-Jul-83,TYMSC,Unknown
PROGNOZ 10,15661,1985 033A,USSR,26-Apr-85,TYMSC,Earth orbit,5783.7,5975,194734,76.8
PROGRESS  1,10603,1978 008A,USSR,20-Jan-78,TYMSC,8-Feb-78,88.7,173,256,51.6
PROGRESS  2,10979,1978 070A,USSR,7-Jul-78,TYMSC,4-Aug-78,90.0,248,307,51.6
PROGRESS  3,10999,1978 077A,USSR,7-Aug-78,TYMSC,23-Aug-78,88.7,190,232,51.6
PROGRESS  4,11040,1978 090A,USSR,3-Oct-78,TYMSC,26-Oct-78,88.8,185,247,51.7
PROGRESS  5,11292,1979 022A,USSR,12-Mar-79,TYMSC,5-Apr-79,88.8,183,256,51.7
PROGRESS  6,11356,1979 039A,USSR,13-May-79,TYMSC,9-Jun-79,88.8,190,247,51.6
PROGRESS  7,11421,1979 059A,USSR,28-Jun-79,TYMSC,20-Jul-79,88.8,186,251,51.6
PROGRESS  8,11743,1980 024A,USSR,27-Mar-80,TYMSC,26-Apr-80,88.9,185,250,51.6
PROGRESS  9,11784,1980 033A,USSR,27-Apr-80,TYMSC,22-May-80,88.8,185,255,51.7
PROGRESS 10,11867,1980 055A,USSR,29-Jun-80,TYMSC,19-Jul-80,89.0,183,264,51.6
PROGRESS 11,11993,1980 079A,USSR,28-Sep-80,TYMSC,11-Dec-80,88.7,188,241,51.6
PROGRESS 12,12152,1981 007A,USSR,24-Jan-81,TYMSC,20-Mar-81,90.0,247,308,51.7
PROGRESS 13,13210,1982 047A,USSR,23-May-82,TYMSC,6-Jun-82,89.0,186,263,51.6
PROGRESS 14,13361,1982 070A,USSR,10-Jul-82,TYMSC,13-Aug-82,90.7,301,325,51.6
PROGRESS 15,13558,1982 094A,USSR,18-Sep-82,TYMSC,16-Oct-82,88.8,188,241,51.7
PROGRESS 16,13638,1982 107A,USSR,31-Oct-82,TYMSC,14-Dec-82,88.8,186,246,51.6
PROGRESS 17,14283,1983 085A,USSR,17-Aug-83,TYMSC,18-Sep-83,88.8,189,242,51.6
PROGRESS 18,14422,1983 106A,USSR,20-Oct-83,TYMSC,16-Nov-83,88.8,185,242,51.6
PROGRESS 19,14757,1984 018A,USSR,21-Feb-84,TYMSC,1-Apr-84,88.8,186,245,51.6
PROGRESS 20,14932,1984 038A,USSR,15-Apr-84,TYMSC,7-May-84,89.0,186,260,51.6
PROGRESS 21,14961,1984 042A,USSR,7-May-84,TYMSC,26-May-84,88.8,187,246,51.6
PROGRESS 22,14996,1984 051A,USSR,28-May-84,TYMSC,15-Jul-84,88.8,188,244,51.6
PROGRESS 23,15193,1984 086A,USSR,14-Aug-84,TYMSC,28-Aug-84,88.9,186,250,51.6
PROGRESS 24,15838,1985 051A,USSR,21-Jun-85,TYMSC,15-Jul-85,88.9,189,251,51.6
PROGRESS 25,16645,1986 023A,USSR,19-Mar-86,TYMSC,21-Apr-86,88.8,183,251,51.7
PROGRESS 26,16687,1986 032A,USSR,23-Apr-86,TYMSC,23-Jun-86,88.9,184,257,51.6
PROGRESS 27,17299,1987 005A,USSR,16-Jan-87,TYMSC,25-Feb-87,89.0,183,263,51.6
PROGRESS 28,17564,1987 023A,USSR,3-Mar-87,TYMSC,28-Mar-87,88.9,185,254,51.6
PROGRESS 29,17878,1987 034A,USSR,21-Apr-87,TYMSC,11-May-87,88.8,189,237,51.6
PROGRESS 30,17999,1987 044A,USSR,19-May-87,TYMSC,19-Jul-87,91.6,341,365,51.6
PROGRESS 31,18283,1987 066A,USSR,3-Aug-87,TYMSC,23-Sep-87,88.9,187,250,51.6
PROGRESS 32,18376,1987 082A,USSR,23-Sep-87,TYMSC,19-Nov-87,91.0,295,355,51.6
PROGRESS 33,18568,1987 094A,USSR,20-Nov-87,TYMSC,19-Dec-87,91.2,326,343,51.6
PROGRESS 34,18795,1988 003A,USSR,20-Jan-88,TYMSC,4-Mar-88,91.3,329,347,51.6
PROGRESS 35,18992,1988 024A,USSR,23-Mar-88,TYMSC,5-May-88,89.0,185,262,51.6
PROGRESS 36,19117,1988 038A,USSR,13-May-88,TYMSC,5-Jun-88,88.8,185,246,51.7
PROGRESS 37,19322,1988 061A,USSR,18-Jul-88,TYMSC,12-Aug-88,89.0,189,256,51.6
PROGRESS 38,19486,1988 083A,USSR,9-Sep-88,TYMSC,23-Nov-88,88.9,187,248,51.6
PROGRESS 39,19728,1988 114A,USSR,25-Dec-88,TYMSC,7-Feb-89,88.8,187,238,51.6
PROGRESS 40,19783,1989 008A,USSR,10-Feb-89,TYMSC,5-Mar-89,88.8,187,244,51.6
PROGRESS 41,19895,1989 023A,USSR,16-Mar-89,TYMSC,25-Apr-89,88.8,187,243,51.6
PROGRESS 42,20602,1990 041A,USSR,5-May-90,TYMSC,27-May-90,88.8,188,243,51.6
PROGRESS M-01,20191,1989 066A,USSR,23-Aug-89,TYMSC,1-Dec-89,88.5,187,217,51.6
PROGRESS M-02,20373,1989 099A,USSR,20-Dec-89,TYMSC,9-Feb-90,92.4,390,392,51.6
PROGRESS M-03,20513,1990 020A,USSR,28-Feb-90,TYMSC,28-Apr-90,88.5,183,218,51.6
PROGRESS M-04,20752,1990 072A,USSR,15-Aug-90,TYMSC,20-Sep-90,88.5,184,219,51.6
PROGRESS M-05,20824,1990 085A,USSR,27-Sep-90,TYMSC,28-Nov-90,88.7,186,229,51.6
PROGRESS M-06,21053,1991 002A,USSR,14-Jan-91,TYMSC,15-Mar-91,88.4,188,205,51.6
PROGRESS M-07,21188,1991 020A,USSR,19-Mar-91,TYMSC,7-May-91,88.5,186,213,51.6
PROGRESS M-08,21395,1991 038A,USSR,30-May-91,TYMSC,16-Aug-91,92.4,390,396,51.6
PROGRESS M-09,21662,1991 057A,USSR,20-Aug-91,TYMSC,30-Sep-91,88.7,186,230,51.6
PROGRESS M-10,21746,1991 073A,USSR,17-Oct-91,TYMSC,20-Jan-92,88.5,185,217,51.7
PROGRESS M-11,21851,1992 004A,USSR,25-Jan-92,TYMSC,13-Mar-92,88.6,185,227,51.6
PROGRESS M-12,21946,1992 022A,USSR,19-Apr-92,TYMSC,27-Jun-92,92.2,373,394,51.6
PROGRESS M-13,22004,1992 035A,USSR,30-Jun-92,TYMSC,24-Jul-92,88.6,185,226,51.6
PROGRESS M-14,22090,1992 055A,USSR,15-Aug-92,TYMSC,21-Oct-92,88.6,187,221,51.5
PROGRESS M-15,22203,1992 071A,USSR,27-Oct-92,TYMSC,7-Feb-93,88.4,187,205,51.6
PROGRESS M-16,22530,1993 012A,USSR,21-Feb-93,TYMSC,27-Mar-93,88.7,189,234,51.7
PROGRESS M-17,22588,1993 019A,USSR,31-Mar-93,TYMSC,Earth orbit,91.8,362,365,51.6
PROGRESS M-18,22666,1993 034A,USSR,22-May-93,TYMSC,4-Jul-93,88.8,188,240,51.6
PROGRESS M-19,22745,1993 052A,USSR,10-Aug-93,TYMSC,13-Oct-93,88.5,179,223,51.8
PROGRESS M-20,22867,1993 064A,USSR,11-Oct-93,TYMSC,21-Nov-93,88.6,187,226,51.8
PROSPERO,5580,1971 093A,UK,28-Oct-71,WOMRA,Earth orbit,104.4,531,1403,82.0
PROTON 1,1466,1965 054A,USSR,16-Jul-65,TYMSC,11-Oct-65,92.2,181,578,63.4
PROTON 2,1701,1965 087A,USSR,2-Nov-65,TYMSC,6-Feb-66,92.5,189,608,63.5
PROTON 3,2290,1966 060A,USSR,6-Jul-66,TYMSC,16-Sep-66,92.3,185,594,63.5
PROTON 4,3544,1968 103A,USSR,16-Nov-68,TYMSC,24-Jul-69,91.8,248,477,51.6
RADCAL,22698,1993 041A,US,25-Jun-93,AFWTR,Earth orbit,101.3,751,884,89.6
RADCAT,6212,1972 076A,US,2-Oct-72,AFWTR,Earth orbit,97.4,627,638,98.6
RADIO SPUTNIK 1,11085,1978 100B,USSR,26-Oct-78,PLMSC,Earth orbit,120.3,1684,1703,82.5
RADIO SPUTNIK 2,11086,1978 100C,USSR,26-Oct-78,PLMSC,Earth orbit,120.3,1683,1702,82.5
RADIO SPUTNIK 3,12997,1981 120A,USSR,17-Dec-81,PLMSC,Earth orbit,118.4,1562,1654,83.0
RADIO SPUTNIK 4,13000,1981 120D,USSR,17-Dec-81,PLMSC,Earth orbit,119.3,1632,1663,83.0
RADIO SPUTNIK 5,12999,1981 120C,USSR,17-Dec-81,PLMSC,Earth orbit,119.4,1641,1669,83.0
RADIO SPUTNIK 6,13002,1981 120F,USSR,17-Dec-81,PLMSC,Earth orbit,118.6,1578,1657,83.0
RADIO SPUTNIK 7,13001,1981 120E,USSR,17-Dec-81,PLMSC,Earth orbit,119.1,1620,1658,83.0
RADIO SPUTNIK 8,12998,1981 120B,USSR,17-Dec-81,PLMSC,Earth orbit,119.6,1649,1679,83.0
RADOSE 112,600,1963 021D,US,15-Jun-63,AFWTR,30-Jul-63,95.1,170,875,69.9
