Name Number,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
-none-
MANDELSHTAM 3461,13.5,0.15,344.78119,343.22869,58.067231,3.245936,0.135042,2.3781088,48800
MANDEVILLE 739,8.5,0.15,163.17988,44.05824,136.94944,20.692064,0.141183,2.7387655,48800
MANJIRO 4841,13.7,0.15,303.76526,287.67816,145.67148,3.87706,0.1027969,2.3092947,49000
MANNING 3698,13.3,0.15,164.94475,180.22518,132.99659,3.522458,0.1921604,2.2447982,48800
MANNUCCI 2219,10.7,0.15,291.62217,299.04176,72.954952,7.592363,0.1239006,3.1477577,48800
MANTO 870,12.1,0.15,22.036416,196.58929,121.03542,6.197843,0.2661032,2.3214534,48800
MANUILOVA 3186,12.3,0.15,145.62338,204.53348,169.92451,0.781147,0.1648972,3.124205,48800
MARATHON 4356,13.1,0.15,350.79066,263.59196,2.606811,7.460891,0.191549,2.8006642,48800
MARBACHIA 565,10.88,0.15,4.274659,289.9047,226.3394,10.973306,0.1287366,2.4446638,48800
MARCELINE 1730,11.5,0.15,356.55368,224.28468,171.94561,9.521202,0.2250435,2.7837045,48800
MARCELLE 1300,10.9,0.15,296.6437,328.84271,83.293504,9.546217,0.0080438,2.7823223,48800
MARCONIA 1332,10.2,0.15,82.708798,342.83394,14.359218,2.476489,0.1304987,3.0617891,48800
MARESJEV 2173,11.4,0.15,90.444978,161.3601,175.1845,14.46097,0.127245,3.1298977,48800
MARGARITA 310,10.3,0.15,49.832025,322.60563,229.93566,3.160159,0.113476,2.761979,48800
MARGHANNA 735,9.55,0.15,276.09981,309.25035,43.359325,16.826212,0.3244468,2.7264754,48800
MARGO 1175,10.2,0.15,282.59036,111.39932,237.54614,16.249684,0.054613,3.2202154,48800
MARGOLIN 2561,13.3,0.15,310.5653,276.15658,166.31945,2.484177,0.1360495,2.4323851,48800
MARGOT 1434,10.43,0.15,165.4743,139.87066,153.02778,10.819558,0.0680104,3.0154021,48800
MARGRET 1410,11.1,0.15,286.18836,229.06965,171.52105,10.347301,0.109693,3.0183066,48800
MARIA 170,9.39,0.15,124.59933,156.71066,301.58799,14.424816,0.065675,2.5521705,48800
MARIANNA 602,8.31,0.15,85.935704,42.245615,332.58671,15.221335,0.2421843,3.0913666,48800
MARIETTA 2144,11,0.15,286.48618,275.77862,138.80519,2.821022,0.0614163,2.8757862,48800
MARILYN 1486,13,0.15,192.5223,347.19122,335.57679,0.080175,0.1243017,2.1989645,48800
MARINA 1202,10.6,0.15,282.10994,310.50003,50.712912,3.363057,0.1794638,3.9736859,48800
MARION 506,8.85,0.15,341.85577,147.06707,313.39208,16.984776,0.1403549,3.0445466,48800
MARITIMA 912,8.4,0.15,157.94027,86.504236,34.888685,18.300423,0.1897805,3.1211765,48800
MARJALEENA 2180,11,0.15,350.97547,90.005435,233.8275,9.232971,0.08627,3.010365,48800
MARJORIIKA 4655,13.6,0.15,82.93798,46.28146,314.38853,1.92171,0.1910404,2.2537769,49000
MARKER 4253,12.9,0.15,247.98272,341.75511,345.36375,14.56328,0.1765665,2.6199838,48800
MARKTWAIN 2362,13.7,0.15,305.62372,350.32175,9.264937,3.959443,0.1937182,2.1951387,48800
MARLENE 1010,10.4,0.15,260.86651,278.00709,99.153267,3.909826,0.1064711,2.9289555,48800
MARLU 746,10,0.15,21.183693,308.38362,2.159188,17.507451,0.2403616,3.1058903,48800
MARMARA 1174,12,0.15,299.11288,353.43983,1.357648,10.100204,0.1176416,3.0195579,48800
MARMULLA 711,11.9,0.15,353.6519,299.81581,357.38596,6.094067,0.194955,2.2373154,48800
MARNIX 5002,13.5,0.15,225.95921,171.98949,108.06272,1.59159,0.2070698,2.3267652,49000
MARSDEN 1877,10.7,0.15,164.74523,308.48998,353.1849,17.55393,0.2113137,3.9394147,48800
MARSHAK 2604,12.9,0.15,159.45766,134.79618,123.23115,14.852343,0.2320076,2.387863,48800
MARTEBO 3250,11.5,0.15,340.94518,175.34828,204.72169,9.5578,0.1076666,3.0149508,48800
MARTELLI 4061,11.8,0.15,227.24907,244.31602,24.419551,1.687574,0.1442131,3.1083693,48800
MARTHA 205,9.23,0.15,126.55009,175.34036,212.18242,10.684176,0.0334882,2.7791064,48800
MARTINA 981,10.57,0.15,260.80497,300.52137,46.219926,2.069632,0.1996782,3.0986263,48800
MARTINEZ 2075,13.6,0.15,224.36109,354.87081,112.42885,27.031059,0.2480257,2.403902,48800
MARTIR 1582,10.9,0.15,206.33379,132.36555,94.212359,11.601872,0.1294315,3.1531029,48800
MARTYNOV 2376,10.9,0.15,193.71725,296.53807,61.982782,3.854549,0.0992654,3.2158464,48800
MARY 2779,13.3,0.15,116.04397,122.48431,80.430552,3.892059,0.0625725,2.2121559,48800
MASARYK 1841,10.8,0.15,320.80134,123.67817,45.679452,2.634836,0.0870182,3.4298748,48800
MASHONA 1467,8.57,0.15,237.45089,345.69414,326.97205,22.086814,0.1409417,3.3761835,48800
MASHU 4126,11.6,0.15,301.68288,343.86051,102.18753,3.172685,0.1396263,3.2116218,48800
MASON-DIXON 3131,12.7,0.15,350.81891,143.07729,45.094985,2.416838,0.0438762,2.925349,48800
MASSALIA 20,6.5,0.25,55.488962,255.19915,206.95067,0.702125,0.1443619,2.4092849,48800
MASSEVITCH 1904,11.3,0.15,25.584266,259.67233,106.7647,12.82692,0.0744332,2.7437078,48800
MASSINGA 760,7.96,0.15,187.88527,199.13998,332.28459,12.445198,0.214216,3.1785023,48800
MASUMI 4293,12,0.15,182.151,51.483759,58.715616,9.406672,0.2238505,2.7211571,48800
MASURSKY 2685,12.2,0.15,323.34767,289.1643,215.52618,12.122945,0.1132063,2.5669822,48800
MATEO 2680,13.5,0.15,158.67792,335.56898,3.267421,2.437248,0.213944,2.4037356,48800
MATHESIS 454,9.2,0.15,221.22984,177.35941,32.622123,6.31812,0.1140807,2.6256328,48800
MATHIEU 1592,11.6,0.15,317.75026,176.56724,106.50776,13.477455,0.3015559,2.7695838,48800
MATHILDE 253,10.2,0.15,316.99224,156.46419,179.91637,6.707604,0.2659114,2.6456575,48800
MATRA 1513,13.33,0.15,52.387739,26.612294,136.37292,3.973015,0.0985302,2.192503,48800
MATSON 2586,12.9,0.15,38.943466,154.00489,166.76315,4.362094,0.0895396,2.3870947,48800
MATTERANIA 883,12.59,0.15,142.01278,41.614203,285.91712,4.721883,0.1991819,2.2378577,48800
MATTI 2714,13.4,0.15,346.55208,144.22804,134.38974,6.08965,0.2048006,2.243932,48800
MATTIACA 765,12.4,0.15,114.30955,70.282162,327.14353,5.57386,0.2794084,2.5501696,48800
MATUSOVSKIJ 2295,12,0.15,335.87601,68.159567,314.26718,2.513186,0.0952796,2.902801,48800
MAUDERLI 1748,10.65,0.15,138.07696,201.44104,126.21203,3.293324,0.2315974,3.9167092,48800
MAURITIA 745,10.3,0.15,231.14281,354.36491,126.32562,13.397854,0.0470783,3.2619401,48800
MAURY 3780,12.1,0.15,166.7361,182.17058,143.90505,2.733272,0.0616976,2.8703854,48800
MAVIS 1607,11.6,0.15,91.976066,235.04549,123.12774,8.593266,0.3089472,2.5475871,48800
MAWSON 4456,13.5,0.15,264.85168,345.90928,358.4733,15.026897,0.2774434,2.37477,48800
MAXIMILIANA 1217,12.5,0.15,203.50215,91.685887,148.59537,5.149447,0.1539751,2.3526908,48800
MAXINE 3977,12.3,0.15,34.321032,73.403914,218.56481,12.536714,0.1690824,2.6405253,48800
MAY 348,9.4,0.15,130.65098,9.900904,90.423079,9.757968,0.0738342,2.9670588,48800
MAYAKOVSKY 2931,11.7,0.15,314.03135,289.9795,25.564485,2.223538,0.0582975,2.8744439,48800
MAYALL 2131,12.72,0.15,180.77014,38.306863,306.17568,33.993815,0.1106669,1.887457,48800
MAYMELOU 4900,12.9,0.15,67.8502,91.24635,209.96268,5.93193,0.127795,2.3798665,49000
MAYO 4960,12.9,0.15,32.07737,272.41749,120.31203,0.9369,0.092881,3.0188973,49000
MAYRE 3870,12.3,0.15,271.56336,65.393934,202.25847,12.344627,0.161531,2.6258597,48800
MAYRHOFER 1690,10.9,0.15,112.91871,156.70432,230.95299,13.006155,0.0894571,3.0440545,48800
MCAULIFFE 3352,15.6,0.15,152.66844,15.666339,107.52224,4.774725,0.3693704,1.8787431,48800
MCCARTNEY 4148,12.9,0.15,356.17685,214.66946,325.98233,5.203541,0.097506,2.2449863,48800
MCCAULEY 3777,13.5,0.15,340.15771,300.02413,46.713208,4.194832,0.1626444,2.2764783,48800
MCCORD 3527,13,0.15,26.289057,354.2114,219.46566,5.506199,0.1214288,2.2916368,48800
MCCROSKY 1880,12.1,0.15,183.92704,186.04396,117.20781,4.844079,0.0751365,2.6746274,48800
MCCUSKEY 2007,11.8,0.15,104.76353,184.30278,17.316754,3.057406,0.1166959,2.3835866,48800
MCDONALDA 991,11.12,0.15,245.89192,249.69744,63.875773,2.090851,0.1419557,3.1569958,48800
MCELROY 1853,10.5,0.15,206.38117,98.951913,299.1904,15.78222,0.0542422,3.0616772,48800
MCFADDEN 3066,11.2,0.15,181.77874,187.24869,175.83169,15.554383,0.1331847,2.5271973,48800
MCGETCHIN 2891,11.2,0.15,244.87243,246.14241,115.38287,9.324775,0.1164401,3.3656404,48800
MCLAUGHLIN 2024,12.9,0.15,90.393639,290.6603,69.516299,7.314894,0.1382618,2.324993,48800
MCMATH 1955,11.9,0.15,313.68574,152.60521,258.94957,0.999959,0.0638342,2.8554314,48800
MCMILLAN 2289,13.6,0.15,266.85435,40.060646,190.1508,2.147177,0.1441347,2.6344533,48800
MCNAIR 3354,13.1,0.15,10.108666,326.20473,321.48425,6.417959,0.0957898,2.3247395,48800
MCNALLY 4326,12.5,0.15,295.88909,148.1174,110.9423,4.248798,0.2097535,3.071232,48800
MCNAUGHT 3173,13.2,0.15,181.52895,218.66349,79.548586,7.803678,0.2110818,2.2034229,48800
MCVITTIE 2417,11.8,0.15,6.80196,20.646049,84.877973,3.100794,0.2110258,3.1951293,48800
MEBAILEY 4050,12.4,0.15,253.78947,251.4762,146.28666,1.469986,0.145994,3.1760481,48800
MECHTHILD 873,11.49,0.15,209.68086,107.44483,150.6466,5.267597,0.1484561,2.6262797,48800
MEDEA 212,8.28,0.15,248.50879,101.53909,313.95481,4.280527,0.1180442,3.10901,48800
MEDON 4836,9.5,0.15,136.26878,33.63178,82.07769,19.44283,0.1095592,5.1570843,49000
MEDUSA 149,10.79,0.15,96.211644,250.70805,159.67094,0.934466,0.0649919,2.1751103,48800
MEEUS 2213,13.7,0.15,164.0487,221.63935,127.13982,5.332388,0.2262861,2.1991584,48800
MEGAIRA 464,9.52,0.15,270.57102,257.91174,102.80542,10.163688,0.2056447,2.800594,48800
MEGES 4833,9.4,0.15,221.55819,278.5249,101.77496,34.66717,0.0918365,5.2587115,49000
MEGUMI 3774,11.3,0.15,209.02953,281.18757,292.50492,9.201598,0.0577067,3.0037703,48800
MEHLTRETTER 1968,11.5,0.15,36.699164,162.96284,71.788934,4.595474,0.1090482,2.7399739,48800
MELANIE 688,10.59,0.15,272.01213,139.62766,171.21206,10.24826,0.1371613,2.6990742,48800
MELCHIOR 3235,13.1,0.15,207.39651,167.72463,348.57207,13.468619,0.2402926,2.6894868,48800
MELETE 56,8.31,0.15,100.24596,102.92471,193.83969,8.07923,0.2351886,2.5968698,48800
MELIBOEA 137,8.05,0.15,82.488084,107.87265,202.57142,13.43641,0.2231839,3.1110168,48800
MELITTA 676,9.3,0.15,29.767886,183.0053,150.7321,12.86719,0.131757,3.0566899,48800
MELLENA 869,12.4,0.15,334.73572,106.32919,155.44827,7.838227,0.214518,2.6933181,48800
MELNIKOV 2237,11.3,0.15,187.80136,268.22955,118.58405,2.395991,0.211123,3.1506676,48800
MELPOMENE 18,6.51,0.25,10.930364,227.31634,150.70168,10.136671,0.2183429,2.2954566,48800
MELUSINA 373,9.13,0.15,347.06277,349.46627,4.177298,15.443216,0.1494951,3.1122945,48800
MEMNON 2895,9.3,0.15,65.576472,275.50422,134.05129,27.246582,0.0514031,5.2129272,48800
MEMORIA 1247,10.52,0.15,301.59409,139.23888,162.1746,1.767824,0.1580448,3.1471946,48800
MEMPHIS 4355,12.7,0.15,20.616723,254.07166,345.94024,14.066518,0.0410521,2.5714864,48800
MENDELEEV 2769,12.1,0.15,8.270683,51.311611,102.48957,2.522179,0.1334599,3.1388782,48800
MENDELSSOHN 3954,15,0.15,190.08968,72.015298,161.81348,3.180265,0.0929224,2.1442059,48800
MENELAUS 1647,10.3,0.15,55.175277,289.46225,240.46619,5.635645,0.0249622,5.2434042,48800
MENESTHEUS 4068,9.5,0.15,82.819385,312.59423,177.98017,17.490727,0.0768136,5.2459459,48800
MENIPPE 188,9.22,0.15,258.30359,68.993195,241.3653,11.711929,0.1762762,2.7639275,48800
MENTHA 1078,11.8,0.15,10.52195,43.307308,94.071797,7.373545,0.1381045,2.2700601,48800
MENZEL 1967,12.3,0.15,347.45845,347.08953,57.974239,3.903353,0.1387832,2.2332021,48800
MERA 3553,16.6,0.15,175.10131,288.84319,232.6648,36.756514,0.3205205,1.644655,48800
MERAPI 536,8.08,0.15,49.765773,304.88173,59.783983,19.440997,0.0884074,3.4975116,48800
MERCATOR 4798,13.7,0.15,112.10792,160.67823,93.74717,3.65755,0.1092488,2.1976693,49000
MERCEDES 1136,11,0.15,125.78626,147.68554,209.74706,8.951589,0.2580385,2.5655341,48800
MERIONES 3596,9.4,0.15,165.48811,66.43792,356.67419,23.585634,0.0737837,5.1263916,48800
MERLIN 2598,12.6,0.15,144.11024,216.37961,198.19027,7.790003,0.2169522,2.7817525,48800
MEROPE 1051,9.9,0.15,228.89277,144.92103,181.35113,23.378113,0.0920934,3.2247486,48800
MERTONA 1299,11.8,0.15,196.04146,260.22261,165.96461,7.875801,0.1891677,2.800267,48800
MERXIA 808,9.7,0.15,265.70307,272.76788,181.51281,4.713068,0.1276995,2.7461444,48800
MESSALINA 545,8.84,0.15,240.13245,321.72999,334.70838,11.133676,0.176771,3.1994542,48800
MESSINA 1949,13.4,0.15,40.25057,65.740563,265.57663,4.649928,0.2316268,2.3827522,48800
META 1050,12,0.15,215.45045,66.017654,342.6166,12.517479,0.1776892,2.6236963,48800
METCALFIA 792,10.33,0.15,73.27672,226.20499,265.73187,8.61917,0.1349467,2.6203703,48800
METIS 9,6.28,0.17,178.40715,5.103,69.072649,5.584091,0.1226085,2.3860321,48800
METSAHOVI 2486,12.4,0.15,273.4621,100.83261,0.206136,8.41454,0.0799579,2.2685018,48800
METTE 1727,12.7,0.15,331.33447,312.78867,133.1732,22.892892,0.1018554,1.8540938,48800
MEYER 1574,10.3,0.15,215.96333,259.51825,246.92327,14.402229,0.0509625,3.5361225,48800
MEYERMANN 1739,12.9,0.15,240.54751,81.440617,203.6346,3.402948,0.1240069,2.2616437,48800
MEZZARCO 2229,13.1,0.15,151.02339,31.395854,272.51722,12.717968,0.2633941,2.6939949,48800
MICHEL 1348,11.4,0.15,307.65285,17.027385,88.00962,6.585347,0.135447,2.7931035,48800
MICHELA 1045,12.9,0.15,223.20658,164.69206,269.48087,0.260064,0.1583476,2.3587706,48800
MICHELANGELO 3001,12.4,0.15,12.431154,136.05343,297.97476,18.377399,0.0696363,2.3560112,48800
MICHELLE 1376,12.2,0.15,69.792062,155.79194,163.65786,3.545318,0.2160538,2.2275863,48800
MICHKOVITCH 2348,12.4,0.15,137.89214,294.98258,186.76392,4.669094,0.1694689,2.3976811,48800
MIDAS 1981,15,0.15,25.457265,267.68462,357.1886,39.844827,0.6497906,1.7762314,48800
MIEKE 1753,11.1,0.15,351.33729,235.18758,58.820498,11.358515,0.0795338,3.0158453,48800
MIELIKKI 2715,11.9,0.15,355.896,143.37921,201.08932,6.728137,0.153034,2.7348453,48800
MIHO 4806,13.2,0.15,228.01508,290.42987,169.49223,5.24173,0.0971221,2.2299999,49000
MIKAWA 3165,12.8,0.15,126.20706,239.01234,88.88137,3.924298,0.1795713,2.2439828,48800
MIKHAILOV 1910,10.7,0.15,136.95097,318.22026,201.45157,10.322648,0.0458859,3.0478893,48800
MIKKELI 1526,13.6,0.15,328.16248,71.944457,337.32907,6.216138,0.1871985,2.3151438,48800
MIKKO 1549,11.7,0.15,293.5515,6.03535,85.484952,5.54706,0.0836235,2.2309291,48800
MIKULA 2969,12.6,0.15,25.911433,104.39623,181.78416,1.871021,0.0291749,2.8456043,48800
MILA 3231,13.1,0.15,35.264621,53.041249,324.84984,6.401526,0.1266945,2.4456169,48800
MILANI 4701,13,0.15,152.52861,287.83134,104.89489,3.66764,0.1381809,2.7074437,49000
MILANKOVITCH 1605,10.1,0.15,12.277375,280.42235,174.13429,10.565342,0.0720866,3.0132254,48800
MILBOURN 3699,12.9,0.15,76.328648,232.0643,95.335411,5.715614,0.1887675,2.3976947,48800
MILDRED 878,16,0.15,14.423,187.07481,173.38874,2.014485,0.2310687,2.3633323,21140
MILES 4119,12.2,0.15,267.58572,75.884478,115.91342,13.036536,0.1305099,2.882098,48800
MILET 1630,11.2,0.15,224.82921,95.791815,54.898778,4.547831,0.1593989,3.0382622,48800
MILLER 1826,10.9,0.15,327.50966,160.5019,274.71858,9.209198,0.0779128,2.9986068,48800
MILLIS 2659,11.2,0.15,103.91401,330.79103,157.4151,1.312795,0.1188429,3.1166299,48800
MILLMAN 2904,11.6,0.15,191.8423,331.84322,79.925933,15.397764,0.1400272,2.6017715,48800
MILTIADES 2663,14,0.15,88.428311,81.678238,28.767092,6.226062,0.1390581,2.2336772,48800
MILTON 4332,11.9,0.15,39.993275,198.13013,166.38309,19.195855,0.3166466,2.5840356,48800
MIMI 1127,10.95,0.15,113.29395,281.54643,129.04375,14.763967,0.2615282,2.5972678,48800
MIMOSA 1079,11.2,0.15,194.42884,103.71925,330.08374,1.186908,0.0493307,2.8725289,48800
MINERVA 93,7.7,0.15,165.827,273.53723,4.62599,8.570307,0.1420452,2.7530117,48800
MINEURA 1458,11.5,0.15,7.616325,100.42908,181.90222,12.511492,0.1826253,2.6255729,48800
MINISTROBELL 3840,13.2,0.15,329.64693,167.2377,42.4864,3.922109,0.0826079,2.2500829,48800
MINNAERT 1670,11.38,0.15,184.42763,18.44946,59.572927,10.511325,0.105185,2.8993758,48800
MINOX 4639,13,0.15,211.5814,251.21271,33.465157,7.921555,0.1805864,2.5580029,48800
MINSK 3012,11.1,0.15,5.543002,79.359305,355.68406,18.306887,0.0594294,3.2242496,48800
MIREILLE 594,12.01,0.15,63.349208,77.214883,155.24718,32.573807,0.3512054,2.6303494,48800
MIRIAM 102,9.26,0.15,186.56886,146.74113,211.07677,5.157355,0.253078,2.6641107,48800
MIRNAYA 1610,13.1,0.15,173.77417,14.418963,359.98038,2.205432,0.1986593,2.2030799,48800
MIRONOV 3624,13.7,0.15,230.94665,49.21484,6.268725,4.185326,0.1199606,2.3579014,48800
MISA 569,10.12,0.15,291.61639,140.66592,302.45798,1.290843,0.1806944,2.6585689,48800
MISENUS 4828,9.9,0.15,348.30634,128.35542,353.0185,14.86531,0.0428033,5.2106873,49000
MISTRAL 5033,12.1,0.15,212.919,138.04677,143.45389,2.50541,0.0537966,2.9199927,49000
MISUZU 3111,13.9,0.15,337.49257,291.24948,95.541486,2.011816,0.1612261,2.2237955,48800
MITAKA 1088,11.39,0.15,305.55308,319.06722,54.696116,7.652576,0.1964465,2.2013818,48800
MITAKE-MURA 2924,12.7,0.15,251.48849,195.48756,111.02209,3.135482,0.0456573,2.8893879,48800
MITANI 3289,14.2,0.15,72.111033,351.7213,46.515671,1.762875,0.2069702,2.327217,48800
MITCHELLA 1455,13.6,0.15,149.037,100.14778,128.56674,7.752335,0.1243907,2.2469564,48800
MITHRA 4486,15.4,0.15,196.38808,168.50519,82.533509,3.039892,0.6621482,2.1985819,48800
MITIDIKA 2262,12.6,0.15,106.28428,351.013,0.852937,13.449234,0.2814723,2.5859659,48800
MITLINCOLN 2460,12.5,0.15,67.670515,303.49149,176.34494,3.734913,0.1099582,2.2574832,48800
MITTON 4027,13.5,0.15,258.38803,15.749771,194.11543,1.777553,0.1656373,2.3594336,48800
MIUNE 3262,10.8,0.15,178.4408,52.492909,73.55957,9.463199,0.0628761,3.0103747,48800
MIZUHO 2090,10.99,0.15,96.137366,337.538,340.38316,11.841183,0.1428423,3.0656869,48800
MNEMOSYNE 57,7.03,0.15,209.99277,215.7995,199.45129,15.210869,0.1194228,3.1470084,48800
MOCIA 733,9.05,0.15,108.40676,194.42949,341.5612,20.265317,0.0717461,3.3934798,48800
MODENA 3344,12.9,0.15,203.66568,206.17543,78.21451,9.446029,0.1196064,2.4155982,48800
MODESTIA 370,10.68,0.15,282.15313,68.290258,291.27915,7.862837,0.0915544,2.3241875,48800
MOELLER 2764,13.6,0.15,100.2754,251.76644,284.21069,1.990915,0.0834588,2.2465148,48800
MOGUNTIA 766,10.15,0.15,308.47344,66.86081,8.515263,10.102828,0.0904043,3.0231552,48800
MOHLER 2528,12.6,0.15,357.78914,184.35454,162.82776,0.50388,0.1824965,3.138298,48800
MOIRA 638,9.8,0.15,298.40538,126.69946,103.74368,7.700726,0.1601662,2.7357973,48800
MOISSEIEV 3080,11.7,0.15,176.68371,306.86719,48.425781,13.852601,0.1947538,2.6126369,48800
MOKOTOYAMA 5117,11.8,0.15,342.12292,152.92109,23.33289,9.78598,0.0753356,3.0577272,49000
MOLDAVIA 2419,13.6,0.15,335.53381,260.49053,168.21265,6.392868,0.091623,2.2959668,48800
MOLIERE 3046,12.2,0.15,196.30694,264.31991,188.96713,18.343833,0.1580726,3.1296032,48800
MOMBASA 1428,10.9,0.15,181.7181,251.8136,116.09871,17.306146,0.1389471,2.8122264,48800
MONACHIA 428,11.5,0.15,14.355743,14.991632,17.848213,6.203337,0.1781428,2.3077906,48800
MONICA 833,11.3,0.15,156.44569,39.007319,353.45495,9.796625,0.1195127,3.0121832,48800
MONNIG 2780,13.3,0.15,134.34192,311.61332,275.30107,5.461182,0.1154936,2.1942739,48800
MONTAGUE 535,9.48,0.15,213.08347,70.875038,84.94126,6.781359,0.0232151,2.5696873,48800
MONTANA 797,10.34,0.15,244.00724,351.90851,238.73202,4.485518,0.0596125,2.534996,48800
MONTEFIORE 782,11.5,0.15,136.75856,81.087834,80.63503,5.260808,0.0388912,2.1798154,48800
MONTEROSA 947,9.8,0.15,321.72357,338.02735,48.703832,6.71449,0.2506214,2.7509825,48800
MONTEVERDI 5063,14.2,0.15,115.17291,54.88426,327.2549,1.5486,0.2259604,2.3920356,49000
MOORE 2602,13,0.15,218.18358,65.240365,158.41128,5.539263,0.1055723,2.3845341,48800
MOORE-SITTERLY 2110,13.8,0.15,70.461806,192.37033,140.44381,1.126673,0.1782062,2.1976449,48800
MORA 1257,12.19,0.15,187.66375,16.517824,214.10774,3.91259,0.0822505,2.487969,48800
MORABITO 3106,10.8,0.15,77.677901,289.31284,122.29344,14.843591,0.2232889,3.1643106,48800
MORAVIA 1901,11.2,0.15,72.261919,136.66271,95.102877,24.013897,0.0611161,3.2492654,48800
MOREAU 2277,12.2,0.15,18.056128,67.784988,105.61445,11.564406,0.1257354,2.6006516,48800
MORGAN 3180,14.6,0.15,311.63913,43.848678,354.47878,5.281589,0.1480857,2.2304677,48800
MORI 4650,13.8,0.15,207.52584,91.61898,307.09279,4.74603,0.1482716,2.2366368,49000
MOROSOVIA 1210,9.91,0.15,237.26775,160.19432,107.23865,11.261922,0.0595585,3.0113193,48800
MORRIS 3783,13,0.15,279.06742,256.18646,63.7443,6.182354,0.173101,2.2714885,48800
MORRISON 2410,13,0.15,129.51804,62.082239,126.66669,2.394012,0.062775,2.2156969,48800
MOSKVA 787,10,0.15,36.078778,124.57373,184.37015,14.843899,0.1291604,2.5389727,48800
MOSKVINA 2915,13.3,0.15,222.28699,356.65286,352.97979,13.217723,0.1856499,2.5627528,48800
MOSSOTTI 4542,11.1,0.15,117.78373,150.54015,104.64242,11.298914,0.0576709,3.0112974,48800
MOULTONA 993,11.8,0.15,159.17087,248.3889,184.6055,1.768894,0.0493191,2.8597143,48800
MOURAO 2590,12.7,0.15,347.33638,165.02871,223.97574,6.12068,0.1179408,2.342559,48800
MOZARTIA 1034,12.2,0.15,211.46741,18.173156,304.91283,3.976844,0.2627018,2.294066,48800
MPC 4999,11.9,0.15,64.24432,344.5702,156.38002,10.48668,0.0497682,3.0136283,49000
MR.SPOCK 2309,11.3,0.15,257.94741,266.98618,157.79099,10.967106,0.0941689,3.0118817,48800
MRINALINI 2986,11.9,0.15,213.96031,303.34672,51.803855,2.549764,0.1456118,3.1837886,48800
MRKOS 1832,11,0.15,306.03323,85.920648,303.76078,15.004532,0.1151776,3.2069727,48800
MTSKHETA 2116,12.1,0.15,31.038275,173.35721,171.08315,9.070034,0.0589888,2.5886578,48800
MUAZZEZ 3396,11,0.15,141.68793,313.10193,38.604149,8.390571,0.2058115,3.3657332,48800
MUELLER 4031,13.3,0.15,329.5095,69.181754,356.03708,18.914252,0.1007191,1.9341994,48800
MUINONEN 4665,12.1,0.15,196.1669,74.07883,237.85644,7.35542,0.2024299,2.9667404,49000
MUKAI 4750,13.7,0.15,256.8054,139.5133,295.24435,4.90209,0.0902188,2.1841142,49000
MUNDLERIA 1466,11.9,0.15,292.95099,74.883572,155.22213,13.126969,0.1579271,2.3773252,48800
MUNOZ 1608,12.9,0.15,160.883,315.79822,357.21457,3.948616,0.1701516,2.2136087,48800
MUONIO 1472,12.7,0.15,52.551883,318.24999,45.404216,4.569392,0.198937,2.2337076,48800
MURAKAMI 3295,12.7,0.15,299.98896,217.48642,168.64926,8.809153,0.2548089,2.6948753,48800
MURAYAMA 3220,13.3,0.15,86.373497,25.683793,26.921385,6.619848,0.1735264,2.2261163,48800
MURIEL 2982,11.9,0.15,195.12258,35.403482,43.349921,10.244527,0.0677543,2.9974612,48800
MURMANSK 2979,12.1,0.15,202.10705,194.84132,149.11632,11.357725,0.1431434,3.1384883,48800
MURRAY 941,11.55,0.15,155.85507,334.60294,52.653695,6.632283,0.194863,2.7865193,48800
MUSA 600,10.18,0.15,311.54088,111.20076,139.67465,10.208541,0.0526789,2.6606211,48800
MUSASHINO 3249,13.7,0.15,198.85063,309.59944,76.425058,3.369565,0.2474748,2.3459575,48800
MUSCHI 966,9.91,0.15,80.890786,178.89742,72.784852,14.406665,0.1295657,2.7198216,48800
MUSSORGSKIA 1059,10.7,0.15,221.21753,87.198537,200.76962,10.101214,0.1842227,2.6440176,48800
MUSTEL 2385,13.2,0.15,312.71434,190.1987,153.42818,4.076377,0.1613509,2.2423054,48800
MYCERINOS 4413,13.6,0.15,235.76931,182.82882,212.65426,2.261434,0.0724457,2.365173,48800
MYRON 4752,12.2,0.15,146.3873,10.85853,55.51167,2.04236,0.1639707,3.0919748,49000
MYRRHA 381,8.25,0.15,298.75242,133.68498,125.55891,12.526849,0.1037423,3.2169534,48800
NAANTALI 1758,10.9,0.15,165.49054,121.74016,114.02587,10.81732,0.0374536,3.0057882,48800
NADA 4106,11.8,0.15,217.61566,189.82579,45.211856,9.777667,0.1843721,2.7488151,48800
NADEEV 2394,11.6,0.15,60.350716,300.9883,127.64683,1.622616,0.195733,3.1956784,48800
NADEZHDA 2071,13.3,0.15,76.771324,0.542455,302.54613,3.637874,0.1577157,2.2518453,48800
NAEF 1906,12.7,0.15,135.67461,14.126023,355.09205,6.472322,0.1337949,2.3745362,48800
NAEMA 845,9.7,0.15,74.465615,291.32964,43.569343,12.630863,0.0686298,2.9383931,48800
NAERUM 2935,13,0.15,107.73618,135.93418,136.00513,13.019403,0.1280001,2.5979982,48800
NAKAMURA 4219,12.9,0.15,4.271785,65.34846,140.73842,3.0794,0.1211026,2.467861,48800
